Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
"Le Louis XV - Alain Ducasse à l'Hôtel de Paris","Place du Casino, Monaco, 98000, France","Monaco, France","€€€€","Mediterranean Cuisine, Modern Cuisine",7.4271047,43.7391839,+37798068864,https://guide.michelin.com/en/monaco-region/monaco/restaurant/le-louis-xv-alain-ducasse-a-l-hotel-de-paris,https://www.ducasse-paris.com/,"3 Stars",0,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Wheelchair access","It is difficult to present the Louis XV without mentioning Alain Ducasse. You need a raft of superlatives to describe his impact. This native of Orthez (in southwest France) with an enduring love for the Mediterranean is a brilliant chef and businessman. Now a citizen of Monaco, he also heads up an empire of over 30 establishments with a presence on every continent. He was just 33 years old when he was awarded three stars at the Louis XV after reaching an astonishing standard. His famous vegetable-based ""Jardins de Provence"" set menu, which launched here in Monaco on 27 May 1987, has been one of the touchstones of French gastronomy for the last 30 years. Here, Alain Ducasse's signature style is brought to life by his loyal right-hand man, Emmanuel Pilon, in cuisine that masterfully celebrates the essence of the ingredients and the Mediterranean."
"L'Ambroisie","9 place des Vosges, Paris, 75004, France","Paris, France","€€€€","Classic Cuisine",2.3645215,48.855494,+33142785145,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-ambroisie,https://www.ambroisie-paris.com/,"3 Stars",0,"Air conditioning,Restaurant offering vegetarian menus","What to say of the creations of Bernard Pacaud, the quality of which is matched only by his modesty? He doesn't give much away, preferring to let his cooking do the talking. His restaurant occupies an almost Florentine residence on the Place des Vosges, decorated with antique mirrors, huge tapestries, black and white marble floors and stunning contemporary wall panels lit by red LEDs. Unaffected by fads, uncompromising about the excellence of his ingredients, he pursues his path – that of a meticulous artisan. His dishes may appear to be simple, but each element is placed with absolute conviction. Just let yourself be swept along: lobster fricassee with civet sauce and Saint-Germain mousseline; Grenoble-style sweetbreads, green asparagus, caper sabayon; tarte fine sablée with bitter cocoa and vanilla ice cream."
"Flocons de Sel","1775 route du Leutaz, Le Leutaz, Megève, 74120, France","Megève, France","€€€€","Modern Cuisine",6.5969625,45.8302404,+33450214999,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/flocons-de-sel,https://www.floconsdesel.com,"3 Stars",0,"Car park,Garden or park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Valet parking,Wheelchair access","(Temporarily closed, reopening planned for second half of 2025) Emmanuel Renaut fell in love with Haute Savoie as a child, long before achieving his Meilleur Ouvrier de France title, and his predilection for Alpine produce is deeply ingrained (pike, char and whitefish from Lake Geneva, mushrooms and wild herbs, mountain cheeses). At times he has fun subverting the regional cooking that is expected of him – a case in point being his superb langoustines marinated in citron, caviar with zesty grapefruit and gentian roots. Plants are also given an increasingly important role in his cuisine. An enchanting high-altitude chalet at the summit of fine dining."
"Épicure","Le Bristol, 112 rue du Faubourg-Saint-Honoré, Paris, 75008, France","Paris, France","€€€€","Modern Cuisine",2.3145978,48.8717223,+33153434340,https://guide.michelin.com/en/ile-de-france/paris/restaurant/epicure,https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/epicure/,"3 Stars",0,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Wheelchair access","The Bristol is the quintessence of luxury from its lavish suites and spa to its manicured formal garden, rooftop pool and the dining area appointed with Louis XVI furnishings, mirrors, and tall French windows opening onto a lush green patio. Chef Arnaud Faye has brilliantly taken over the helm of the hotel’s fine dining venue with a light, delicate repertory that errs towards minimalist. Purity depicts each crisp legible flavour, further enhanced by generous helpings. The ingredients are of course irreproachable and the technique flawless, while the sauces feature a subtle blend of suave yet gutsy, without forgetting the art-directed plating or even the bread, which is made on the premises from heirloom varieties of wheat."
"Arpège","84 rue de Varenne, Paris, 75007, France","Paris, France","€€€€",Creative,2.3170127,48.8557538,+33147050906,https://guide.michelin.com/en/ile-de-france/paris/restaurant/arpege,https://www.alain-passard.com/,"3 Stars",1,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus","""The best cookbook ever written was by Mother Nature herself,"" according to Alain Passard. His name is associated with vegetables – and, for those in the know, a certain beetroot in a salt crust. He called it before anyone else with his 100% vegetable-based menu, initially considered radical. Nowadays, his green philosophy is de rigueur at every restaurant. Despite his success, the chef who fetes fruit and flowers never feels more at home than when in one of his three kitchen gardens in the west of France, where his twin vocations of cook and gardener meet. He heads there for inspiration, exploring the culinary possibilities of vegetables in a bid to elevate this ordinary ingredient so often relegated to the status of a side dish. A bucolic fresco references this environment in the restaurant's dining room."
"Le Pré Catelan","Route de Suresnes - bois de Boulogne, Paris, 75016, France","Paris, France","€€€€","Creative, Contemporary",2.2507182,48.8639374,+33144144114,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-pre-catelan,https://www.leprecatelan.com/,"3 Stars",0,"Air conditioning,Car park,Garden or park,Interesting wine list,Valet parking,Wheelchair access","How time flies! Frédéric Anton has been the chef of the Pré Catalan, the legendary Napoleon III lodge nestled in the Bois de Boulogne and refurbished by Pierre-Yves Rochon courtesy of designer furniture and a palette of green, white and silver tones, for over 25 years. Born in Nancy, this celebrity chef and Meilleur Ouvrier de France learned the ropes under Joël Robuchon. His tasting menu, which stars top-drawer produce (scallops, langoustine, salmon, caviar) is a masterclass of high-flying understatement and razor-sharp precision. His culinary score, which rises to a crescendo of pure perfection, bears witness to the chef’s experience and vision of fine dining. Not to be missed."
"Le Cinq","Four Seasons Hotel George V, 31 avenue George-V, Paris, 75008, France","Paris, France","€€€€","Modern Cuisine",2.3008612,48.8687604,+33149527154,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-cinq6102,https://www.fourseasons.com,"3 Stars",0,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Valet parking,Wheelchair access","Unadulterated style and opulence - lofty columns, ornate mouldings and bouquets of fresh flowers, all bathed in soft light pouring in from the interior garden... It is here, in one of the most prestigious luxury hotels of Paris, that chef Christian Le Squer works his magic year after year, earning our greatest respect. His timeless cuisine, ever at the service of outstanding produce, unveils his virtuoso technique and phenomenal delicacy, illustrated by a foaming vin jaune-flavoured butter sauce served with lobster or the delicate cream of cauliflower that flanks sea urchin roe. This lad from Morbihan never ceases to pay tribute to his native Brittany in the heart of Paris, celebrating the region with ingredients like soured milk served with caviar and seabass or salted butter with lobster. On the dessert side, pastry wizard Michael Bartocetti composes a high-flying score inspired by nature, forgoing sugar in favour of fruit and honey. Finally, the service under the auspices of Eric Beaumard (also an outstanding sommelier) is a model of empathy and style that is close to perfection."
"Le Petit Nice","Anse de Maldormé, Marseille, 13007, France","Marseille, France","€€€€",Seafood,5.3520484,43.2802565,+33491592592,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/le-petit-nice,https://www.passedat.fr,"3 Stars",0,"Air conditioning,Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access","Le Petit Nice is inextricably linked to the city of Marseille and to Gérald Passedat's personality. The heir to a family of artists, the chef was practically born in this restaurant just a stone’s throw from the Mediterranean “that carries and inspires (me)”. The Mediterranean Sea, its fish and shellfish are the backbone of his culinary identity, whose fascinating facets come to the fore in his “Ma Bouille Abaisse”, a signature dish among signature dishes. As you begin to eat, you will appreciate the subtle progression of intense flavours of this bouillabaisse that is both familiar yet complex. After kicking off with a superb rosette of raw fish in a clear stock, the feast continues with other fish escorted by a more distinctive saffron stock, to end with a grand finale of whole cooked fish in a big-boned soupe de roche. Depending on the season, over 65 types of fish are used in the kitchen fished by small boats with long lines in respect of the marine ecosystem, which is only fitting given the establishment’s fantastic seafront location."
Kei,"5 rue du Coq-Héron, Paris, 75001, France","Paris, France","€€€€","Modern Cuisine, Creative",2.3422847,48.8643947,+33142331474,https://guide.michelin.com/en/ile-de-france/paris/restaurant/kei,https://www.restaurant-kei.fr/,"3 Stars",0,"Air conditioning,Interesting wine list","Kei for Kei Kobayashi, a chef born in Nagano, Japan, who trained with the likes of Gilles Goujon and Alain Ducasse. His father was a cook in a traditional kaiseki restaurant (where high-flying meals are served in small courses – akin to Western haute cuisine), but it was while watching a documentary on French cuisine that he found his vocation. Today, his work verges on perfection: a virtuoso blend of flavours and exquisite plating, he allows high-quality ingredients to shout their name simply and stunningly. For example, binchotan smoked royal langoustine sweet pepper seasoning or Vendée pigeon lacquered in red miso. Each dish is flawlessly crafted and supremely legible. The desserts also attain head-spinning heights of culinary excellence."
"L'Oustau de Baumanière","Mas de Baumanière, Les Baux-de-Provence, 13520, France","Les Baux-de-Provence, France","€€€€",Creative,4.7873628,43.7402659,+33490543307,https://guide.michelin.com/en/provence-alpes-cote-dazur/les-baux-de-provence/restaurant/l-oustau-de-baumaniere,http://www.baumaniere.com,"3 Stars",1,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access","A tremendous ambassador of the Mediterranean art de vivre, the Provençal country estate of Baumanière promises a uniquely tranquil, bucolic and elegant experience – this location has captivated artists and celebrities for decades. Within these centuries-old walls, chef Glenn Viel (now a judge on French TV's Top Chef) is clearly enjoying an increasing sense of freedom in his cooking. He draws inspiration for his Mediterranean fare from the wealth of local produce (olive oil from the Vallée des Baux, organic vegetables from the estate's own garden, chicken and pork) but also remains true to the food culture of his native Brittany. The chef's cuisine (often served in ceramic tableware created on site) demonstrates his continual efforts to revive all the traditional methods of cooking over an open fire, expanding on the concept of thermal inertia, or ""carryover cooking"". The success of this approach is brilliantly illustrated by the incomparable textures of the fresh razor clams and the Costières squab in a hay and rosemary crust. Glenn Viel is a master saucier, enhancing his dishes with robust jus and intensely flavoured reductions – the ideal seasoning. His pursuit of authentic flavours is reflected in the original and decadent desserts of patissier Brandon Dehan; indeed, the pair share a strong bond. The remarkable service embraces the establishment's long-standing traditions. A 3 000-label-strong wine cellar."
"Plénitude - Cheval Blanc Paris","8 quai du Louvre, Paris, I, France","Paris, France","€€€€",Creative,2.3421588,48.8588148,+33179355011,https://guide.michelin.com/en/ile-de-france/paris/restaurant/plenitude-cheval-blanc-paris,https://www.chevalblanc.com/fr/maison/paris/,"3 Stars",0,"Air conditioning,Great view,Interesting wine list,Valet parking,Wheelchair access","The revamped Samaritaine department store is home to the luxurious Cheval Blanc Hotel, within whose walls lies this restaurant, the haunt of low-profile chef, Arnaud Donckele, who has three stars to his name at La Vague d'Or in St Tropez. Wholly committed, he pops in and out of the kitchen to share his passion with diners. His new spin on classical cuisine takes you on a voyage between Normandy, his place of birth, and the Mediterranean, his home of adoption and the Paris region… It is impossible not to be bowled over by his work, from its delicacy and generosity to the exceptional quality of the ingredients. This virtuoso sauce maker, who can be compared with a perfume “nose” or an oenologist, lavishes phenomenal care and attention over his jus, dressings and sauces which should be tasted first to better appreciate the complex aromatic universe of each dish. When it comes to the sweet course, he can count on Maxime Frédéric, previously of the George V, to take the desserts to a whole new dimension. The absolute pinnacle of fine dining."
"AM par Alexandre Mazzia","9 rue François-Rocca, Marseille, 13008, France","Marseille, France","€€€€",Creative,5.3862325,43.2701104,+33491248363,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/am-par-alexandre-mazzia,https://www.alexandre-mazzia.com/,"3 Stars",0,"Air conditioning","You need a raft of superlatives to describe the work of Alexandre Mazzia at AM, his restaurant located in a chic residential area not far from the Stade Vélodrome. A true artist of a chef who is in perpetual motion, he elevates the small-portion format to the realm of art; he is a virtuoso when it comes to spices, roasting and smoking; his childhood memories of the Congo flow through his cuisine. In his hands, the gastronomic mould as we know it has been broken, but, more importantly, it all makes sense! Take, for instance, his trout roe and wild salmon with smoked milk and roasted hazelnuts – in which the intensity of flavour is second to none – or the breaded langoustines with sesame seeds and bonito, a lemon-geranium condiment and seaweed popcorn – a pure wonder. At each sitting, the lucky few are whisked away on a unique adventure of taste sensations, enhanced by perfect service."
Pic,"285 avenue Victor-Hugo, Valence, 26000, France","Valence, France","€€€€",Creative,4.8855601,44.9176875,+33475441532,https://guide.michelin.com/en/auvergne-rhone-alpes/valence/restaurant/pic,http://www.anne-sophie-pic.com,"3 Stars",0,"Air conditioning,Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","The first thing to mention about Maison Pic (in the Drôme département of southeast France) is its special atmosphere. An artfully lit room designed to cast light on the dishes, floral creations, a thick carpet that muffles the steps of a front-of-house team dressed in classic attire. Here, they serve food the old-fashioned way, on a porcelain plate under a cloche. The lofty culinary obsessions of a chef who has been dubbed ""the tightrope walker of flavours"" – adulation of Japan, original presentations – make themselves felt in the dishes. Anne-Sophie Pic now serves a single set menu with ten ""ports of call"". A member of the highly exclusive club of female three-starred chefs, she is now director of the foundation ""Donnons du goût à l'enfance"". Beyond her boundless talent, she is an iconic figure."
"Maison Lameloise","36 place d'Armes, Chagny, 71150, France","Chagny, France","€€€€","Modern Cuisine",4.7529917,46.9078385,+33385876565,https://guide.michelin.com/en/bourgogne-franche-comte/chagny/restaurant/maison-lameloise,https://www.lameloise.fr/,"3 Stars",0,"Air conditioning,Interesting wine list","It's impossible to sum up in just a few lines the story of this institution, whose star-studded career begun back in… 1926! Yet, Lameloise, whose interior features a string of warm, cosy dining rooms, each of which is appointed individually, is far from nostalgic. Éric Pras, former sous-chef to Jacques Lameloise, became head chef in 2009 when his mentor retired; as Éric puts it: ""Tradition is the future."" Faithful to the venue’s founding spirit, as inspired as he is meticulous, Pras pays homage to Burgundy's terroir (snails, Bresse poultry, Charolais beef, Morvan hazelnut cazette) whilst keeping pace with his era and today’s tastes. They serve a fine selection of wines, especially by the glass."
"Le Coquillage","Lieu-dit Le Buot, Saint-Méloir-des-Ondes, 35350, France","Saint-Méloir-des-Ondes, France","€€€€","Creative, Seafood",-1.8711232,48.6430654,+33299896476,https://guide.michelin.com/en/bretagne/saint-mloir-des-ondes/restaurant/le-coquillage,https://www.maisons-de-bricourt.com/fr/page/le-coquillage,"3 Stars",1,"Car park,Garden or park,Great view,Interesting wine list","A not-too-imposing and rather romantic manor house, a magical view of the bay of Mont-Saint-Michel... and a true culinary epic. After a first life in the merchant navy, Hugo Roellinger refined his kitchen craft with modesty; today, his menu ""At the whim of the wind and the moon"" is a poetic voyage which holds you breathless from start to finish and offers a particularly personal vision of Brittany. Here, seafood is magnified with fluidity, delicacy and a naturalness that is stunning, like these translucent langoustines in a morel tartlet, mead mousseline with “shadow powder”, a marvel of balance... or lobster in two ways, with its sauces of rare complexity. This is a cuisine that speaks with directness, although its apparent simplicity conceals an unrivalled subtlety in the harmony of flavours, and a particular talent for the use of spices (an apple never falls far from the tree…), seaweed, flowers and herbs from the kitchen garden. Mischievous and sometimes daring low-sugar desserts extend this marine universe to splendid effect. A sensitive cuisine carried by a team committed to the cause, which knows just how to find the right tone."
"Restaurant Marcon","Larsiallas, 18 chemin de Brard, Saint-Bonnet-le-Froid, 43290, France","Saint-Bonnet-le-Froid, France","€€€€",Creative,4.4342679,45.1386734,+33471599372,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-bonnet-le-froid/restaurant/restaurant-marcon,https://www.lesmaisonsmarcon.fr/,"3 Stars",1,"Air conditioning,Car park,Great view,Interesting wine list,Wheelchair access","The Marcons are a family team: Régis Marcon Senior, a self-proclaimed Auvergnat-Italian, an exceptional cook, an entrepreneur and a culinary authority, works with his sons, Jacques and Paul. Jacques is confidently moving to the forefront, while Paul has recently joined the team. Here, one thing is clear: the market and the seasons dictate the menu. There is something for everyone: meat from the plateau, Le Puy green lentils, asparagus, broad beans, snails and, above all, mushrooms – the family's speciality, which they pick in autumn. This is food with strong roots – think sautéed early girolles and baby garden carrots glazed in wild lovage, or a gently fried fillet of arctic char and fennel confit in a butter of elderflower. Without forgetting, the cheeseboard, laden with Salers, Fourme and Saint-Nectaire - quite irresistible!"
"Pierre Gagnaire","6 rue Balzac, Paris, 75008, France","Paris, France","€€€€",Creative,2.3003862,48.8732506,+33158361250,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pierre-gagnaire6112,http://pierregagnaire-lerestaurant.com,"3 Stars",0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access","In an interior dominated by a masterful charcoal work, an ""urban cave painting"" depicting a bestiary by the artist Adel Abdessemed, Pierre Gagnaire continues to finetune France’s culinary scene with his adventurous, wholehearted and excessive signature cuisine. This fan of jazz and contemporary art never rests on his laurels. Gagnaire's restaurant, which has had three stars since 1996, reflects his character: modern, understated and subtly sophisticated, all of which is in perfect harmony with the service. The poetic dishes are constantly reinvented, like small ""satellite"" portions sent into orbit by the chef, making it impossible to cite a single emblematic dish, or even a main characteristic – other than sheer excellence!"
"La Vague d'Or - Cheval Blanc St-Tropez","Plage de la Bouillabaisse, Saint-Tropez, 83990, France","Saint-Tropez, France","€€€€",Creative,6.6261535,43.2665849,+33494559100,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/la-vague-d-or-cheval-blanc-st-tropez,https://www.chevalblanc.com/fr/maison/st-tropez/,"3 Stars",0,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access","Picture a luxury hotel set amidst pine trees in the picturesque Gulf of Saint Tropez - an idyllic scene for knockout food. Dedicated and demanding, chef Arnaud Donckele pays a vibrant tribute to this sun-drenched landscape. He starts with a painstaking study of the local fish in a bid to devise recipes that reveal the full scope of each species’ nuances, textures and tastes in a range of compositions that are infinitely varied. Each ingredient is of course flawlessly crafted, but the chef’s strong suit is undeniably sauces, referred to as “ephemeral” or “velvety”, and which are both big boned and delicate. In fact, their names already read like a guide to the Mediterranean underworld: sabayon of a reduction of scarlet prawns flavoured with star anise and marigold, “creamy little blue fish from the sea” flavoured with tomatoes and riquette, stock of abalone and shellfish in lemon flavoured olive oil… His turf recipes are equally high flying and embody a constant quest for the perfect tomato, pepper or courgette to underscore pigeon, lamb or sweetbread. An exceptional experience every time!"
"Christopher Coutanceau","Plage de la Concurrence, La Rochelle, 17000, France","La Rochelle, France","€€€€","Seafood, Modern Cuisine",-1.1599181,46.1553629,+33546414819,https://guide.michelin.com/en/nouvelle-aquitaine/la-rochelle/restaurant/christopher-coutanceau,http://www.christophercoutanceau.com/fr/,"3 Stars",1,"Air conditioning,Car park,Great view,Interesting wine list,Wheelchair access","Overlooking the Plage de la Concurrence, the sign on the front of the restaurant says it all: ""Christopher Coutanceau, chef and fisherman."" Fishing here is a lifelong family passion, and Christopher takes it further by campaigning for sustainable methods and against waste. His sincere and unfussy cuisine, with its bouquet of marine scents, an invigorating ode to the Atlantic Ocean, is an extension of this commitment. The finest fish and seafood - turbot, sole, sea urchin - is prepared with care and imagination, while the modest mackerel or sardine is rendered sublime by the same devotion and technical skill. Those lucky enough to taste the scallop pithiviers (only in season!) will remember it forever. As for pastry chef Benoît Godillon's sweet creations, they achieve the perfect balance of lightness and indulgence. Service, under the direction of Nicolas Brossard, is precise and elegant. A restaurant worth the journey."
"Troisgros - Le Bois sans Feuilles","728 route de Villerest, Ouches, 42155, France","Ouches, France","€€€€",Creative,3.99236,46.01033,+33477716697,https://guide.michelin.com/en/auvergne-rhone-alpes/ouches/restaurant/troisgros-le-bois-sans-feuilles,https://www.troisgros.fr/,"3 Stars",1,"Air conditioning,Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","In this nature-inspired interior designed by architect Patrick Bouchain, the glass-paned dining areas are arranged around an imposing century-old oak tree. In this setting, César carries on the family tradition with aplomb, with cuisine that bears the Troisgros hallmark more indelibly than ever. The dishes are original, punctuated with flashes of vegetable-based ingenuity and subtle hints of acidity and bitterness. Beautifully elevated ingredients; refined and adventurous dishes; a permaculture kitchen garden and lake – an exceptional restaurant in a setting that will take your breath away."
BRU,"28 rue Jean-Baptiste-Pigalle, Paris, 75009, France","Paris, France","€€","Modern Cuisine, Creole",2.3338156,48.87941,"",https://guide.michelin.com/en/ile-de-france/paris/restaurant/bru,http://www.bruparis.com,"Bib Gourmand",0,"","At the helm of this new restaurant is Julia de Laguarigue, a chef from Martinique, who has experience in some excellent kitchens. She concocts delicious bistro-style cuisine with strong Creole influences, which she dubs ""Frenchie-tropical"". Indulgence abounds in her dishes, with combinations that hit the mark: shredded chicken, sauce chien (Creole hot sauce) and a choice of accompaniments (eg white beans in coconut milk, sage butter, citrus fruit). The appealing set menu served at lunchtime is formed from dishes on the à la carte menu; in the evening, there is greater choice. Online bookings only."
Matka,"78 rue Quincampoix, Paris, 75003, France","Paris, France","€€",Polish,2.3510841,48.8620352,+33144935814,https://guide.michelin.com/en/ile-de-france/paris/restaurant/matka,https://www.matkarestaurant.fr/,"Selected Restaurants",0,"","Polish chef Piotr Korzen hosts diners in this old building on a narrow historical street dating back to the 13C. The space is an ode to his origins, with exposed stonework and beams, red leather banquettes and, the icing on the cake, an earthenware stove typical of Eastern European. A tribute to his mother's cooking (matka is Polish for ""mother""), the menu is a culinary journey, comprising neatly plated dishes that whet the appetite: a rustic sourdough soup, potatoes, shredded dried pork belly and slow-cooked egg, pierogi ruskie (potato and cheese dumplings), grilled onion and sour cream. To finish off, the szarlotka – apple and cinnamon cake with vanilla ice cream – is made according to a comforting family recipe."
"Maison Brut","18 rue d'Abbeville, Paris, 75009, France","Paris, France","€€€","Modern Cuisine",2.3492727,48.8792968,+33983959601,https://guide.michelin.com/en/ile-de-france/paris/restaurant/maison-brut,http://www.maisonbrutparis.fr,"Selected Restaurants",0,"Wheelchair access","This elegant contemporary restaurant perfectly reflects the spirit of Breton chef Bastien Djait. After a MICHELIN-star-studded run in Paris, he now expresses himself through lovely inspired dishes: green lentils with sweet onion; cod with cod's head and sea vegetables; poultry, corn and camelina. Respect for the raw ingredient is a golden rule, and the chef only works with French produce - except for the coffee. Attentive service."
"Première édition","5 rue Prévôt, Avignon, 84000, France","Avignon, France","€€","Modern Cuisine",4.8063679,43.9465983,+33484145985,https://guide.michelin.com/en/provence-alpes-cote-dazur/avignon/restaurant/premiere-edition,https://premiereedition.fr,"Selected Restaurants",0,"Air conditioning,Terrace","In this pleasant bistro in the heart of the city, with its industrial-style interior, street art touches and an open kitchen with a waxed-concrete bar, Jonathan provides friendly, professional service. Meanwhile, in the kitchen, chef Aurélie cooks up creative dishes inspired by bistro recipes or comfort food, adding a playful twist by means of spices, herbs, berries or dried fruit. Examples include devilled eggs with red curry, an old-school pita bread with braised shredded beef and a sesame cream, Carnaroli risotto with chanterelle mushrooms, or Aubrac beef tenderloin with a chicken sauce and suji seaweed. This is tasty, lively fare with a sense of fun, and the motto ""come, eat, drink"" perfectly sums up the simplicity and bon vivant spirit of the place."
"La Marine","3 rue Marie-Lemonnier, L'Herbaudière, 85330, France","L'Herbaudière, France","€€€€","Creative, Seafood",-2.2999341,47.0237104,+33251392309,https://guide.michelin.com/en/pays-de-la-loire/l-herbaudire/restaurant/la-marine3780,https://www.alexandrecouillon.com/fr/,"3 Stars",1,"Air conditioning,Interesting wine list,Wheelchair access","Alexandre Couillon rises at dawn to go to Noirmoutier fish auction, which sells the best Atlantic fish, before stopping by his own vegetable garden, just a few minutes from the restaurant. The tasting menu, which religiously keeps pace with the seasons and availability, exalts and celebrates fine ingredients, allowing them to shout their name with a simplicity that only the world’s top chefs can attain. Knowing what and where to strip back and pare down to release the flavours and tantalise the eater’s imagination is a fine art. The quality of the fish, seafood and vegetables is exceptional. Alexandre’s other talents include cooking over a fire, harvesting coastal plants, fruit coulis and vegetable pickles, broth and gutsy jus, without forgetting cooking fish to absolute perfection! Memories shine bright of both the mackerel cooked over hot embers and accompanied by confit beetroot or an incredible lettuce grilled over a flame, blueberries in elderflower vinegar and the dessert of buckwheat, caramel mousse, confit citrus fruits and sea lettuce (seaweed) sorbet. The interior has been revamped in natural materials and soft colours, while the grocery shop, Le Petit Couillon, sells produce from the artisans and farmer partners."
"Le Clos des Sens","13 rue Jean-Mermoz - à Annecy-le-Vieux, Annecy, 74940, France","Annecy, France","€€€€",Creative,6.1445765,45.9176317,+33450230790,https://guide.michelin.com/en/auvergne-rhone-alpes/annecy/restaurant/le-clos-des-sens,https://www.closdessens.com/,"3 Stars",1,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access","This spruce establishment in the upper reaches of Annecy is home to Franck Derouet and his associate Thomas Lorival. Together they craft a culinary repertory whose veggie and lake-focused slant is clearly founded on a locavore philosophy as everything comes from their own garden or within a 100km radius. Each dish is sprinkled with seasonal fruit, vegetables, flowers and herbs, adding a poetic and modern art flourish. Their work with fish from the lake involves in-depth reflection about texture and cooking methods, resulting in dishes like raw fera (lake fish) enhanced by a powerful garum, fermented over several weeks, or aged pike grilled like red meat. In a bid to respect the seasons, the chef may introduce the odd carnivorous note into his menu, particularly during the angling close season. As well as a wine list exclusively from local wineries, the establishment offers “food and jus” pairings of vegetable stocks, broths and herbal teas with different dishes that explore new tasting and aromatic horizons, while celebrating the manifest camaraderie and common ethos that motivate the kitchen and front of house teams. A genuine banquet for the senses."
"La Villa Madie","Avenue de Revestel, Cassis, 13260, France","Cassis, France","€€€€",Creative,5.544944,43.2110889,+33496180000,https://guide.michelin.com/en/provence-alpes-cote-dazur/cassis/restaurant/la-villa-madie,http://www.lavillamadie.com,"3 Stars",0,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access","Nestling in Anse Corton, an unspoilt natural cove facing Cap Canaille, La Villa Madie is a beautiful contemporary building with a terrace, set in a dream location above the blue waters of the Mediterranean. Hailing from Normandy, chef Dimitri Droisneau has a CV to be reckoned with (La Tour d'Argent, Lucas Carton, Ambroisie); he fell in love with Provence, which serves as a constant source of inspiration. From dish to dish, his cuisine is light, subtle, flavoursome, fresh and aromatic, punchy when it needs to be, always surprising and original. All the magic of the South of France – produce from land and sea, its fish and herbs, wild and otherwise – is channelled to great effect in this cuisine. A case in point: the Carabineros prawn, red berry tartlet, in which the marriage of the iodine and saline of the shellfish with the fruit is in the realm of the celestial. Meanwhile, the charismatic sommelier has no shortage of savvy wine recommendations."
"Assiette Champenoise","40 avenue Paul-Vaillant-Couturier, à Tinqueux, Reims, 51430, France","Reims, France","€€€€",Creative,4.0032666,49.2478347,+33326846464,https://guide.michelin.com/en/grand-est/reims/restaurant/assiette-champenoise,https://www.assiettechampenoise.com/,"3 Stars",0,"Air conditioning,Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Valet parking,Wheelchair access","You might say that Arnaud Lallement grew up at Assiette Champenoise, which was originally opened by his parents. Now at the helm himself, he shows that he has been trained by the best in the business (Vergé, Guérard, Chapel). He cooks high-calibre cuisine – classic, generous and above all very tasty – and lets his Breton roots (on his mother's side) shine through. A larger-than-life presence on the restaurant floor, Lallement loves to engage with guests and certainly doesn't stand on ceremony. The dishes are accessible and enhanced by memorable sauces; ingredients are treated with loving care, as in the blue lobster dubbed ""a tribute to my dad"", and the farm-reared Onjon squab. A fabulous culinary experience!"
